NAME:,walk_3_1,,
51.928,4.86,-8.71,-5.92
51.995,3.33,-10.75,-4.28
52.062,6.79,-7.1,-9.18
52.129,3.96,-8.75,-2.79
52.196,1.06,-10.71,-0.24
52.263,3.49,-4.98,-4.51
52.33,3.14,-6.35,-2.31
52.397,5.49,-7.65,-2.86
52.464,6.12,-8.67,-3.33
52.531,6.47,-9.45,-4.31
52.598,5.69,-9.96,-4.67
52.665,6,-9.34,-2.79
52.732,3.8,-7.06,-4.75
52.799,4.75,-6.94,-3.96
52.866,3.14,-5.65,-4.63
52.933,2.82,-8.08,-2.24
53,5.33,-8.67,-5.02
53.067,4.51,-10.71,-3.26
53.134,5.69,-6.98,-8.16
53.201,4.35,-7.18,-2.51
53.268,2.47,-9.3,-1.26
53.335,3.88,-6.59,-2.98
53.402,3.57,-5.96,-3.14
53.469,4.12,-7.85,-1.92
53.536,5.14,-8.43,-2.63
53.603,6.24,-9.34,-4.31
53.67,6.75,-10.47,-5.73
53.737,6.83,-10.12,-2.75
53.804,2.9,-7.3,-3.53
53.871,4.39,-7.45,-3.8
53.938,3.1,-4.82,-4.51
54.005,3.14,-6.63,-3.53
54.072,4.47,-7.37,-5.26
54.139,4.55,-10.67,-3.92
54.206,4.94,-10.32,-7.18
54.273,6.12,-7.3,-3.61
54.34,2,-9.96,-1.73
54.407,3.61,-7.37,-3.77
54.474,3.22,-6.47,-3.37
54.541,3.37,-6.47,-3.06
54.608,4.55,-8.28,-2.12
54.675,5.33,-7.92,-4.43
54.742,5.81,-9.89,-4.24
54.809,7.06,-9.45,-5.3
54.876,4.43,-8.16,-2.67
54.943,3.96,-8.47,-3.92
55.01,5.22,-5.69,-5.14
55.077,2.79,-7.53,-2.9
55.144,4.75,-6.67,-4.75
55.211,4.47,-9.45,-4.47
55.278,3.37,-10.08,-4.71
55.345,7.3,-6.67,-7.81
55.412,3.18,-8.24,-2.75
55.479,2.51,-9.85,-0.86
55.546,4.39,-6.51,-4.35
55.613,3.45,-7.3,-2.28
55.68,4.2,-8.04,-2.51
55.747,4.67,-9.18,-3.02
55.814,4.75,-8.47,-5.22
55.881,6.43,-10.12,-6.16
55.948,6.2,-9.89,-1.96
56.015,3.3,-6.55,-4.75
56.082,4.75,-6.71,-3.77
56.149,3.22,-6.08,-5.02
56.216,3.8,-7.69,-3.02
56.283,4.39,-8.79,-4.67
56.35,3.84,-9.22,-4.63
56.417,5.18,-9.26,-8.51
56.484,5.53,-6.51,-4.98
56.551,1.02,-11.41,0.35
56.618,2.59,-6.98,-3.92
56.685,2.82,-5.22,-5.14
56.752,3.1,-6.98,-2.9
56.819,4.28,-8.9,-1.8
56.886,5.53,-8.32,-4.08
56.953,6.47,-10.4,-5.22
57.02,9.69,-10.08,-2.55
57.087,5.06,-8.32,-3.33
57.154,5.18,-8.98,-4.31
57.221,3.96,-5.88,-4.86
57.288,2.31,-7.81,-2.75
57.355,3.02,-7.14,-4.12
57.422,4,-9.45,-4.28
57.489,3.26,-8.83,-5.81
57.556,6.55,-7.22,-7.57
57.623,3.77,-10,-1.61
57.69,2.82,-8.87,-2
57.757,4.2,-6.47,-4.28
57.824,4.35,-5.73,-3.92
57.891,5.45,-6.35,-3.8
57.958,5.69,-8.36,-2.75
58.025,6.67,-9.89,-4.16
58.092,7.57,-10.36,-6.32
58.159,6.71,-10,-2.55
58.226,3.1,-7.3,-4.79
58.293,4.75,-7.02,-4.39
58.36,2.9,-5.69,-4.43
58.427,2.51,-7.69,-2.71
58.494,4.31,-8.71,-5.3
58.561,3.33,-9.96,-4.24
58.628,4.04,-8.71,-8.71
58.695,5.57,-5.53,-5.33
58.762,1.53,-10.83,0
58.829,2.9,-8.32,-2.94
58.896,3.57,-6,-4.98
58.963,3.41,-7.1,-3.45
59.03,4.43,-8.55,-2.67
59.097,5.37,-8.2,-4.67
59.164,5.96,-9.81,-5.14
59.231,8.79,-10.51,-5.26
59.298,4.86,-8.12,-3.1
59.365,4.12,-8.39,-4.51
59.432,4.47,-5.84,-5.14
59.499,3.02,-7.69,-3.65
59.566,4.12,-7.49,-4.59
59.633,3.49,-9.22,-4.08
59.7,2.35,-9.89,-5.18
59.767,6.08,-6.08,-9.14
59.834,3.61,-9.14,-2.79
59.901,1.18,-10.04,-0.31
59.968,4.12,-5.96,-5.37
60.035,3.84,-5.33,-4.82
60.102,5.02,-7.41,-3.61
60.169,5.14,-10.2,-1.49
60.236,6.9,-10.32,-5.14
60.303,9.22,-11.02,-6.75
60.37,4.9,-8.36,-2.28
60.437,2.75,-7.49,-4.71
60.504,5.18,-6.24,-5.41
60.571,2.63,-6.71,-4.28
60.638,3.53,-7.81,-3.37
60.705,3.45,-9.65,-4.08
60.772,3.37,-10.04,-4.28
60.839,4,-8.28,-8.16
60.906,3.37,-6.59,-2.75
60.973,0.98,-11.65,0.43
